,Date,High,Low,Open,Close,Volume,Adj Close
0,2021-01-04,75.23999786376953,69.88999938964844,74.80000305175781,70.72000122070312,5732800,70.72000122070312
1,2021-01-05,73.2699966430664,70.43000030517578,70.5,72.55000305175781,4029500,72.55000305175781
2,2021-01-06,74.06999969482422,71.13999938964844,72.69999694824219,72.19999694824219,3612500,72.19999694824219
3,2021-01-07,75.44000244140625,72.63999938964844,72.63999938964844,73.9800033569336,3993700,73.9800033569336
4,2021-01-08,75.48999786376953,71.95999908447266,74.91000366210938,72.97000122070312,3104200,72.97000122070312
5,2021-01-11,73.0999984741211,70.8499984741211,71.30000305175781,72.12000274658203,2725000,72.12000274658203
6,2021-01-12,72.70999908447266,70.80999755859375,72.13999938964844,72.47000122070312,2763100,72.47000122070312
7,2021-01-13,72.51000213623047,70.7699966430664,71.77999877929688,72.25,2772100,72.25
8,2021-01-14,76.52999877929688,73.37000274658203,73.58999633789062,75.83999633789062,5228200,75.83999633789062
9,2021-01-15,76.29000091552734,72.87000274658203,75.04000091552734,72.91999816894531,3125000,72.91999816894531
10,2021-01-19,74.66999816894531,72.45999908447266,74.0,73.4800033569336,2505600,73.4800033569336
11,2021-01-20,75.16000366210938,72.2699966430664,74.04000091552734,72.81999969482422,2432300,72.81999969482422
12,2021-01-21,73.51000213623047,71.0199966430664,72.5,72.66000366210938,3100000,72.66000366210938
13,2021-01-22,72.27999877929688,70.66000366210938,71.66999816894531,71.95999908447266,2636600,71.95999908447266
14,2021-01-25,70.86000061035156,66.91000366210938,70.7300033569336,68.41999816894531,7703000,68.41999816894531
15,2021-01-26,69.08999633789062,66.4800033569336,69.0,66.5,4754600,66.5
16,2021-01-27,68.52999877929688,64.33999633789062,65.43000030517578,66.18000030517578,4557600,66.18000030517578
17,2021-01-28,70.58000183105469,67.44999694824219,69.29000091552734,69.05000305175781,5089900,69.05000305175781
18,2021-01-29,69.33000183105469,64.26000213623047,68.6500015258789,65.0,5930300,65.0
19,2021-02-01,66.55000305175781,64.66000366210938,65.94999694824219,65.75,3547900,65.75
20,2021-02-02,68.91000366210938,65.83999633789062,67.16999816894531,68.68000030517578,3839200,68.68000030517578
